count,spanish,pos,flags,usage
976,mandela,none,NOUSAGE,976:mandela
976,metódico,adj,,477:metódico|357:metódica|103:metódicos|39:metódicas
976,novecientos,num,,861:novecientos|115:novecientas
976,priori,none,NOUSAGE,976:priori
976,sobrevalorado,adj,,501:sobrevalorado|289:sobrevalorada|107:sobrevalorados|79:sobrevaloradas
976,varonil,adj,,830:varonil|146:varoniles
975,Almeida,prop,,975:almeida
975,essex,none,NOUSAGE,975:essex
975,neandertal,n,,593:neandertales|382:neandertal
975,rambla,n,,641:rambla|334:ramblas
974,Santi,prop,,974:santi
974,becario,n,,352:becario|351:becarios|249:becaria|22:becarias
974,belinda,none,NOUSAGE,974:belinda
974,corretear,v,,435:correteando|196:corretear|75:corretean|58:corretea|58:correteaba|44:correteaban|19:correteó|18:correteado|16:correteas|9:corretearon|8:correteabas|8:corretee|7:correteamos|5:correteará|5:corretearía|5:correteábamos|4:correteadas|4:corretearte
974,entrelazado,adj,,421:entrelazados|328:entrelazadas|150:entrelazado|75:entrelazada
974,epr,none,NOUSAGE,974:epr
974,fragmentación,n,,944:fragmentación|30:fragmentaciones
974,garabato,n,,642:garabatos|332:garabato
974,goldberg,none,NOUSAGE,974:goldberg
974,haskell,none,NOUSAGE,974:haskell
974,hodges,none,NOUSAGE,974:hodges
974,indigente,adj,DUPLICATE,974:indigente
974,jornalero,n,,575:jornaleros|349:jornalero|33:jornalera|17:jornaleras
974,marin,none,NOUSAGE,974:marin
974,schultz,none,NOUSAGE,974:schultz
974,taiwan,none,NOUSAGE,974:taiwan
974,vanguardista,adj,,608:vanguardista|366:vanguardistas
973,00ffff,none,NOUSAGE,973:00ffff
973,Peleo,prop,,973:peleo
973,adepto,n,,725:adeptos|208:adepto|23:adepta|17:adeptas
973,alubia,n,,851:alubias|122:alubia
973,cala,n,,760:cala|213:calas
973,columnista,n,,704:columnista|269:columnistas
973,consensuar,v,,297:consensuado|239:consensuada|239:consensuar|81:consensuadas|50:consensuados|17:consensuaron|13:consensuó|9:consensúan|8:consensuando|7:consensuarlo|5:consensuarse|4:consensuamos|4:consensuarán
973,despectivo,adj,,514:despectivo|292:despectiva|94:despectivos|73:despectivas
973,kg.,none,NOUSAGE,973:kg.
973,peronista,adj,,633:peronista|340:peronistas
973,plausible,adj,,858:plausible|115:plausibles
973,risco,n,,644:risco|329:riscos
973,váter,n,,899:váter|74:váteres
972,Balcanes,prop,,972:balcanes
972,cúal,none,NOUSAGE,972:cúal
972,diversificación,n,,964:diversificación|8:diversificaciones
972,manitas,n,,972:manitas
972,nulidad,n,,928:nulidad|44:nulidades
972,respirador,n,,851:respirador|121:respiradores
972,sabine,none,NOUSAGE,972:sabine
972,ungüento,n,,683:ungüento|289:ungüentos
972,veintisiete,num,,972:veintisiete
971,anson,none,NOUSAGE,971:anson
971,céntrico,adj,,367:céntrica|346:céntrico|182:céntricas|76:céntricos
971,delaney,none,NOUSAGE,971:delaney
971,endógeno,adj,,405:endógena|191:endógenas|189:endógenos|186:endógeno
971,laca,n,,866:laca|105:lacas
971,paella,n,,887:paella|84:paellas
971,ridiculo,none,NOUSAGE,971:ridiculo
970,Nuria,prop,,970:nuria
970,abusador,n,,587:abusador|308:abusadores|70:abusadora|5:abusadoras
970,aderezo,n,,768:aderezo|202:aderezos
970,anudar,v,,155:anudado|117:anudar|96:anudada|78:anuda|67:anudados|60:anudan|55:anudadas|53:anudó|47:anudaba|36:anudarse|29:anudando|22:anudaban|19:anude|18:anudo|16:anudaron|14:anudándose|12:anudas|11:anudarte|10:anudarla|9:anudarlo|6:anudamos|6:anudarme|6:anudará|6:anúdalo|5:anudándolo|5:anudé|4:anudarle|4:anúdame|4:anúdate
970,bacteriano,adj,,493:bacteriana|237:bacterianas|172:bacteriano|68:bacterianos
970,conejillo,n,,629:conejillo|341:conejillos
970,fanfarrón,n,,821:fanfarrón|149:fanfarrones
970,flagrante,adj,,835:flagrante|135:flagrantes
970,freya,none,NOUSAGE,970:freya
970,puntualidad,n,,970:puntualidad
970,ras,n,,970:ras
970,romulano,n,,462:romulanos|230:romulana|228:romulano|50:romulanas
970,subtitulos,none,NOUSAGE,970:subtitulos
969,Aguilera,prop,,969:aguilera
969,brillantez,n,,969:brillantez
969,costello,none,NOUSAGE,969:costello
969,donativo,n,,492:donativos|477:donativo
969,escasamente,adv,,969:escasamente
969,esférico,adj,,424:esférica|332:esférico|124:esféricas|89:esféricos
969,guerrillero,adj,DUPLICATE,684:guerrillera|285:guerrilleras
969,kiss,none,NOUSAGE,969:kiss
969,preescolar,adj,,875:preescolar|94:preescolares
969,remunerar,v,,438:remunerado|206:remunerados|146:remunerada|94:remuneradas|37:remunerar|22:remunera|8:remunere|7:remuneraba|6:remuneran|5:remunerarse
969,retenida,n,,755:retenida|214:retenidas
969,sensiblemente,adv,,969:sensiblemente
969,suplementario,adj,,376:suplementario|292:suplementaria|167:suplementarios|134:suplementarias
968,canoso,adj,,560:canoso|322:canosa|58:canosos|28:canosas
968,excluyente,adj,,575:excluyente|393:excluyentes
968,friedrich,none,NOUSAGE,968:friedrich
968,lic,n,,956:lic|12:lics
968,sunset,none,NOUSAGE,968:sunset
967,Cachemira,prop,,957:cachemira|10:cachemiras
967,barbudo,adj,,736:barbudo|231:barbudos
967,circunscribir,v,,217:circunscribe|155:circunscrito|105:circunscrita|66:circunscriben|64:circunscribir|55:circunscritos|49:circunscritas|46:circunscribirse|26:circunscribía|20:circunscripto|17:circunscripta|16:circunscribió|14:circunscriba|14:circunscribiendo|13:circunscribían|11:circunscriban|11:circunscribimos|10:circunscribieron|10:circunscribirá|9:circunscribiéndose|6:circunscribiéndonos|6:circunscriptos|5:circunscribiera|5:circunscribirla|5:circunscriptas|4:circunscribiremos|4:circunscribiría|4:circunscribiéndolo
967,destacable,adj,,592:destacable|375:destacables
967,richter,none,NOUSAGE,967:richter
967,subsidiario,adj,,458:subsidiaria|263:subsidiarias|173:subsidiario|73:subsidiarios
966,Calixto,prop,,966:calixto
966,Ciro,prop,,966:ciro
966,Maximiliano,prop,,966:maximiliano
966,aeronáutica,n,,826:aeronáutica|140:aeronáuticas
966,bartlett,none,NOUSAGE,966:bartlett
966,explicativo,adj,,319:explicativo|295:explicativa|188:explicativos|164:explicativas
966,falsificador,n,,598:falsificador|326:falsificadores|42:falsificadora
966,florín,n,,516:florines|450:florín
966,jarro,n,,716:jarro|250:jarros
966,maleante,n,,670:maleantes|296:maleante
966,malherir,v,,728:malherido|163:malherida|60:malheridos|7:malheridas|4:malhirieron|4:malhirió
966,monedero,n,,853:monedero|113:monederos
966,sigilo,n,,944:sigilo|22:sigilos
966,sosiego,n,,966:sosiego
966,suplantar,v,,301:suplantar|105:suplanta|100:suplantado|90:suplantando|46:suplantó|38:suplantada|30:suplantan|28:suplantarlo|25:suplantaba|21:suplantados|19:suplantadas|19:suplantarme|16:suplantarla|16:suplantaron|14:suplante|12:suplantarlos|10:suplantarte|10:suplanté|9:suplantará|8:suplantara|7:suplantarle|6:suplantaban|6:suplantaré|5:suplantas|5:suplantaste|4:suplantarlas|4:suplantarnos|4:suplantarse|4:suplantarán|4:suplantándolo
966,sykes,none,NOUSAGE,966:sykes
966,verosímil,adj,,803:verosímil|163:verosímiles
966,vá,none,NOUSAGE,966:vá
965,atontado,adj,,590:atontado|239:atontada|120:atontados|16:atontadas
965,costal,n,,638:costal|327:costales
965,droide,n,,535:droides|430:droide
965,inframundo,n,,965:inframundo
965,quereis,none,NOUSAGE,965:quereis
965,sabiamente,adv,,965:sabiamente
965,solvente,adj,,569:solvente|396:solventes
965,tensar,v,,187:tensar|99:tensó|85:tensando|68:tensado|67:tense|66:tensan|46:tensaba|46:tensen|41:tensad|35:tensada|27:tensarse|26:tensaron|24:tensaban|16:tensados|16:tensarlo|15:tensadas|15:tenses|14:tensándose|14:ténsalo|12:tensé|9:tensara|8:tensará|7:tensamos|7:tensarla|6:tensadla|5:ténsala|4:tensarán
965,titulación,n,,611:titulación|354:titulaciones
964,bright,none,NOUSAGE,964:bright
964,clonación,n,,942:clonación|22:clonaciones
964,desmedido,adj,,436:desmedida|369:desmedido|92:desmedidas|67:desmedidos
964,extremeño,adj,,421:extremeño|259:extremeños|219:extremeña|65:extremeñas
964,funcionalidad,n,,857:funcionalidad|107:funcionalidades
964,gratuitamente,adv,,964:gratuitamente
964,maría,n,,964:marías
964,pavor,n,,949:pavor|15:pavores
964,ínfimo,adj,,408:ínfima|314:ínfimo|135:ínfimas|107:ínfimos
963,Taiwán,prop,,963:taiwán
963,empecinado,adj,,645:empecinado|239:empecinada|72:empecinados|7:empecinadas
963,j.r.,none,NOUSAGE,963:j.r.
963,matrona,n,,765:matrona|198:matronas
962,Galván,prop,,962:galván
962,Ofelia,prop,,962:ofelia
962,brewster,none,NOUSAGE,962:brewster
962,crediticio,adj,,442:crediticia|226:crediticio|186:crediticias|108:crediticios
962,duffy,none,NOUSAGE,962:duffy
962,garth,none,NOUSAGE,962:garth
962,ineficaz,adj,,657:ineficaz|305:ineficaces
962,ojeda,none,NOUSAGE,962:ojeda
962,operacional,adj,,685:operacional|277:operacionales
962,remy,none,NOUSAGE,962:remy
961,Olivares,prop,,961:olivares
961,Olmedo,prop,,961:olmedo
961,els,none,NOUSAGE,961:els
961,feligrés,n,,761:feligreses|125:feligrés|44:feligresa|31:feligresas
961,henrik,none,NOUSAGE,961:henrik
961,nou,none,NOUSAGE,961:nou
961,pink,none,NOUSAGE,961:pink
961,recibimiento,n,,921:recibimiento|40:recibimientos
961,seran,none,NOUSAGE,961:seran
961,visceral,adj,,741:visceral|220:viscerales
960,abordaje,n,,894:abordaje|66:abordajes
960,bachiller,n,,697:bachiller|248:bachilleres|9:bachillera|6:bachilleras
960,conscientemente,adv,,960:conscientemente
960,gatear,v,,305:gatear|304:gateando|127:gatea|53:gateaba|38:gateó|21:gatean|19:gatee|17:gateé|16:gateado|9:gateamos|9:gateen|8:gateaban|7:gateas|6:gatearía|5:gateaste|4:gateabas|4:gatearon|4:gateará|4:gateemos
960,indurain,none,NOUSAGE,960:indurain
960,kaos,none,NOUSAGE,960:kaos
960,mets,none,NOUSAGE,960:mets
960,paralelismo,n,,733:paralelismo|227:paralelismos
960,pintalabios,n,,960:pintalabios
960,resoplar,v,,326:resopla|212:resoplando|106:resopló|99:resoplar|84:resoplaba|26:resoplan|23:resoplas|23:resoplo|13:resoplado|10:resoplaré|8:resoplaban|7:resoples|6:resople|5:resoplé|4:resoplamos|4:resoplaron|4:resoplaste
960,voluminoso,adj,,454:voluminoso|234:voluminosa|158:voluminosos|114:voluminosas
959,album,none,NOUSAGE,959:album
959,alcachofa,n,,596:alcachofas|363:alcachofa
959,andante,adv,,959:andante
959,desgarro,n,,737:desgarro|222:desgarros
959,janey,none,NOUSAGE,959:janey
959,parábola,n,,684:parábola|275:parábolas
959,patti,none,NOUSAGE,959:patti
959,pau,none,NOUSAGE,959:pau
959,planeamiento,n,,946:planeamiento|13:planeamientos
959,secador,n,,814:secador|145:secadores
959,urbe,n,,671:urbe|288:urbes
959,vin,none,NOUSAGE,959:vin
958,acreditación,n,,851:acreditación|107:acreditaciones
958,aglutinar,v,,248:aglutinar|244:aglutina|71:aglutinan|59:aglutinados|52:aglutinó|42:aglutinado|35:aglutine|28:aglutinaba|27:aglutinadas|27:aglutinando|19:aglutinaron|18:aglutinaban|15:aglutinarse|13:aglutinada|13:aglutinará|11:aglutinara|9:aglutinen|8:aglutinaría|6:aglutinándose|5:aglutinarán|4:aglutinase|4:aglutinándolas
958,cutler,none,NOUSAGE,958:cutler
958,grs,none,NOUSAGE,958:grs
958,ilusionado,adj,,453:ilusionado|304:ilusionada|169:ilusionados|32:ilusionadas
958,muller,none,NOUSAGE,958:muller
958,patinador,n,,345:patinador|302:patinadores|245:patinadora|66:patinadoras
958,pecera,n,,890:pecera|68:peceras
958,pescuezo,n,,905:pescuezo|53:pescuezos
958,sigiloso,adj,,476:sigiloso|240:sigilosa|192:sigilosos|50:sigilosas
958,venerable,adj,,744:venerable|214:venerables
958,vespertino,adj,,468:vespertino|289:vespertina|106:vespertinas|95:vespertinos
957,law,none,NOUSAGE,957:law
957,monet,none,NOUSAGE,957:monet
957,noviazgo,n,,844:noviazgo|113:noviazgos
957,pincelada,n,,569:pinceladas|388:pincelada
957,postor,n,,859:postor|94:postores|4:postora
957,thelma,none,NOUSAGE,957:thelma
956,Etiopía,prop,,956:etiopía
956,caducar,v,,400:caducado|155:caducó|101:caducados|98:caducar|56:caducan|35:caduque|24:caducará|23:caducaron|11:caducara|9:caducaban|9:caducarán|8:caduquen|7:caducaba|6:caducando|5:caducaran|5:caducase|4:caducarían
956,completado,adj,,826:completada|130:completadas
956,ferdinand,none,NOUSAGE,956:ferdinand
956,grime,n,,951:grimes|5:grime
956,guion,n,,956:guion
956,nathaniel,none,NOUSAGE,956:nathaniel
956,rebuscar,v,,267:rebuscar|237:rebuscando|102:rebusca|84:rebuscó|45:rebuscaba|44:rebusque|31:rebusco|26:rebusqué|24:rebuscan|19:rebusques|17:rebuscamos|9:rebuscas|8:rebuscaron|8:rebuscaste|8:rebusquen|7:rebuscaban|7:rebuscarse|5:rebuscaré|4:rebuscad|4:rebuscara
956,urdir,v,,203:urdido|153:urdir|132:urdida|95:urdió|85:urdiendo|54:urde|38:urdieron|31:urden|30:urdía|29:urdidos|25:urdidas|17:urdían|15:urda|11:urdimos|9:urdí|7:urdo|6:urdirse|6:urdiste|5:urdan|5:urdiéndose
956,visón,n,,818:visón|138:visones
955,Turín,prop,,955:turín
955,armonioso,adj,,418:armoniosa|360:armonioso|91:armoniosos|86:armoniosas
955,cabezazo,n,,678:cabezazo|277:cabezazos
955,cheng,none,NOUSAGE,955:cheng
955,inutilizar,v,,206:inutilizado|159:inutilizar|94:inutilizados|84:inutilizada|68:inutilizadas|53:inutilizó|44:inutiliza|27:inutilizaron|25:inutilizando|23:inutilizan|21:inutilice|15:inutilizamos|14:inutilizarlo|13:inutilizará|12:inutilizarla|10:inutilicé|8:inutilizaba|8:inutilizarán|8:inutilizas|7:inutilicen|7:inutilizaremos|6:inutilizarlas|6:inutilizarlos|6:inutilizaré|5:inutilizara|5:inutilizare|5:inutilizándose|4:inutilizaban|4:inutilizaría|4:inutilizarían|4:inutilizándola
955,lau,none,NOUSAGE,955:lau
955,monitorizar,v,,231:monitorizar|212:monitorizando|88:monitorizado|76:monitoriza|53:monitorizada|29:monitorizamos|28:monitorizan|25:monitorizados|23:monitorizarlo|21:monitorice|20:monitorizadas|18:monitorizarla|15:monitorizaremos|15:monitorizarte|11:monitorizará|9:monitorizarle|8:monitorizó|7:monitorizarlos|7:monitorizarán|7:monitorizo|7:monitorizándola|7:monitorizándole|6:monitoricen|6:monitorices|5:monitorizaba|5:monitorizarme|4:monitoricemos|4:monitorizaron|4:monitorizarse|4:monitorizaré
955,ori,none,NOUSAGE,955:ori
955,sindicalismo,n,,955:sindicalismo
955,vacuno,adj,,780:vacuno|175:vacunos
954,Joselito,prop,,954:joselito
954,copla,n,,480:coplas|474:copla
954,desentenderse,v,,194:desentenderse|168:desentendido|93:desentiende|81:desentendió|63:desentendiéndose|53:desentendida|36:desentenderme|36:desentienden|26:desentendía|22:desentendidos|21:desentienda|20:desentenderte|18:desentendieron|18:desentendí|18:desentiendo|13:desentendiera|12:desentender|9:desentendernos|9:desentiendan|8:desentendían|6:desentendiendo|6:desentiendas|6:desentiendes|5:desentenderá|5:desentendería|4:desentendemos|4:desentendidas
954,inmensamente,adv,,954:inmensamente
954,malcom,none,NOUSAGE,954:malcom
954,pudín,n,,909:pudín|45:pudines
953,alborotar,v,,201:alborotar|124:alborotando|100:alborotó|99:alborota|64:alborotan|53:alborotaban|45:alborotaba|44:alborotaron|43:alborotes|36:alboroten|31:alborote|22:alborotarse|14:alborotas|12:alborotéis|10:alborotará|10:alborotaste|7:alborotamos|7:alboroté|7:alborótenlos|6:alborotarlos|6:alborotarte|4:alborotaran|4:alborotarás|4:alborotemos
953,descendente,adj,,831:descendente|122:descendentes
953,encarcelamiento,n,,883:encarcelamiento|70:encarcelamientos
953,follón,n,,853:follón|100:follones
953,funesto,adj,,380:funesto|283:funesta|165:funestas|125:funestos
953,reestructurar,v,,444:reestructurar|84:reestructura|70:reestructurado|59:reestructurando|43:reestructuró|41:reestructurada|25:reestructurarse|23:reestructuran|20:reestructurados|20:reestructure|19:reestructurará|19:restructurar|14:reestructuraron|12:reestructurarlo|10:reestructuren|9:reestructuras|8:reestructuradas|6:reestructuraremos|6:reestructurarla|6:reestructuraría|6:restructurada|5:reestructuramos|4:restructurando
953,shaolin,none,NOUSAGE,953:shaolin
953,vigía,n,,738:vigía|215:vigías
952,abasto,n,,712:abasto|240:abastos
952,arrendar,v,,218:arrendar|135:arrendado|97:arrendó|91:arrienda|43:arrendados|42:arrendada|41:arrendadas|36:arrendé|34:arrendando|28:arrendaron|27:arrendaba|24:arriendan|20:arrendamos|15:arrendaste|14:arrendaban|13:arrendarlo|12:arrendara|12:arrendarla|8:arrendarlos|8:arrendará|8:arriende|6:arrendaré|6:arriendas|5:arrendarlas|5:arrienden|4:arrendaría
952,benji,none,NOUSAGE,952:benji
952,botánica,n,,842:botánica|110:botánicas
952,impetuoso,adj,,588:impetuoso|244:impetuosa|85:impetuosos|35:impetuosas
952,indescriptible,adj,,809:indescriptible|143:indescriptibles
952,olaf,none,NOUSAGE,952:olaf
952,trabajito,n,,791:trabajito|161:trabajitos
952,waldo,none,NOUSAGE,952:waldo
951,Tampa,prop,,951:tampa
951,budismo,n,,951:budismo
951,enjuagar,v,,199:enjuagar|115:enjuaga|79:enjuágate|52:enjuagarse|47:enjuagó|37:enjuagarme|34:enjuagarlo|33:enjuagarte|30:enjuagado|27:enjuago|25:enjuagaba|25:enjuagas|22:enjuagando|21:enjuagarla|20:enjuáguese|18:enjuagaré|17:enjuágalo|16:enjuagada|16:enjuagándose|15:enjuagarlos|12:enjuagué|10:enjuagan|9:enjuagadas|8:enjuagarnos|7:enjuagados|7:enjuagarlas|6:enjuagaste|6:enjuagate|6:enjuágala|5:enjuagaban|5:enjuagaremos|5:enjuágalos|5:enjuáguela|4:enjuagamos|4:enjuagara|4:enjuaguen
951,hipnótico,adj,,419:hipnótico|233:hipnótica|224:hipnóticos|75:hipnóticas
951,incesto,n,,908:incesto|43:incestos
951,requisar,v,,197:requisado|185:requisar|85:requisaron|79:requisados|70:requisada|66:requisó|35:requisadas|28:requisamos|26:requiso|22:requisan|22:requisando|16:requisarlo|16:requise|14:requisaré|13:requisen|11:requisé|10:requisaba|8:requisaban|7:requisaran|5:requisad|5:requisarla|5:requisarle|5:requisará|5:requisaste|4:requisaremos|4:requisarte|4:requisarán|4:requisemos
951,simms,none,NOUSAGE,951:simms
950,ARN,n,,950:arn
950,Dalia,prop,,810:dalia|140:dalias
950,Leonel,prop,,950:leonel
950,apellidar,v,,374:apellida|139:apellidado|126:apellidaba|99:apellidas|52:apellidan|36:apellidada|27:apellide|23:apellidados|20:apellidarse|14:apellidaban|10:apellidara|6:apellidar|6:apellidándose|5:apellidamos|5:apellidarme|4:apellidaría|4:apellidó
950,artimaña,n,,533:artimañas|417:artimaña
950,bóxer,n,,423:boxer|307:boxers|111:bóxer|109:bóxers
950,cinematografía,n,,950:cinematografía
950,clarísimo,adj,,702:clarísimo|163:clarísima|61:clarísimas|24:clarísimos
950,consolador,adj,,626:consolador|172:consoladores|108:consoladora|44:consoladoras
950,dodgers,none,NOUSAGE,950:dodgers
950,encauzar,v,,398:encauzar|67:encauza|66:encauzado|61:encauzada|42:encauzan|38:encauzando|36:encauzó|28:encauzarla|28:encauzarlo|27:encauzadas|25:encauzarse|19:encauce|17:encauzaron|15:encaucen|15:encauzados|13:encauzaba|11:encauzará|10:encauzara|9:encauzarlas|8:encauzaban|6:encauzarle|6:encauzarlos|5:encauzarte
950,gravitatorio,adj,,420:gravitatoria|338:gravitatorio|128:gravitatorias|64:gravitatorios
950,pomada,n,,783:pomada|167:pomadas
950,rosca,n,,701:rosca|249:roscas
950,sintomatología,n,,938:sintomatología|12:sintomatologías
949,casper,none,NOUSAGE,949:casper
949,colegial,n,DUPLICATE,668:colegiala|281:colegialas
949,eficazmente,adv,,949:eficazmente
949,erizo,n,,649:erizo|300:erizos
949,flexionar,v,,195:flexionar|175:flexiona|109:flexionando|105:flexionadas|69:flexionada|56:flexione|45:flexionados|39:flexionado|28:flexionan|28:flexionen|25:flexionó|15:flexionarse|15:flexionas|12:flexiono|11:flexionaba|7:flexionamos|7:flexionarla|4:flexionándose|4:flexiónate
949,gérard,none,NOUSAGE,949:gérard
949,idealismo,n,,910:idealismo|39:idealismos
949,need,none,NOUSAGE,949:need
949,peck,none,NOUSAGE,949:peck
949,prelado,n,,560:prelado|334:prelados|55:prelada
949,retrovisor,n,,833:retrovisor|116:retrovisores
949,then,none,NOUSAGE,949:then
948,antesala,n,,886:antesala|62:antesalas
948,asiduo,adj,,419:asiduo|289:asiduos|198:asidua|42:asiduas
948,bbv,none,NOUSAGE,948:bbv
948,curricular,adj,,631:curricular|317:curriculares
948,enemistad,n,,813:enemistad|135:enemistades
948,excusado,n,,677:excusado|136:escusado|115:excusados|20:escusados
948,fermentar,v,,223:fermentado|197:fermentada|143:fermentar|75:fermenta|75:fermentados|58:fermentadas|51:fermentando|34:fermentan|23:fermente|11:fermentó|10:fermentaba|8:fermentarse|8:fermentándose|7:fermenten|6:fermentamos|6:fermentaron|5:fermentarlo|4:fermentarlos|4:fermentará
948,lavada,n,,613:lavada|335:lavadas
948,ninfa,n,,528:ninfa|420:ninfas
948,piñata,n,,801:piñata|147:piñatas
948,prerrogativa,n,,502:prerrogativas|446:prerrogativa
947,Saavedra,prop,,947:saavedra
947,arrow,none,NOUSAGE,947:arrow
947,chic,adj,,939:chic|8:chics
947,comanche,n,,538:comanches|409:comanche
947,garfield,none,NOUSAGE,947:garfield
947,individualizar,v,,278:individualizada|211:individualizado|117:individualizar|105:individualizados|98:individualizadas|40:individualiza|29:individualizan|24:individualizarse|17:individualizó|11:individualizando|8:individualizarlos|5:individualizamos|4:individualice
947,malversación,n,,908:malversación|39:malversaciones
947,pantorrilla,n,,510:pantorrillas|437:pantorrilla
947,parkinson,none,NOUSAGE,947:parkinson
947,personificar,v,,171:personificada|170:personifica|148:personificado|93:personificar|70:personificando|61:personifican|55:personificaba|48:personificó|23:personificados|15:personificaban|13:personificas|12:personificadas|12:personifique|10:personificaron|10:personifico|6:personificara|6:personificarse|6:personificará|5:personificarán|5:personificaste|4:personificarlo|4:personifiqué
947,profesionalidad,n,,947:profesionalidad
947,raylan,none,NOUSAGE,947:raylan
947,reinserción,n,,926:reinserción|21:reinserciones
947,yugo,n,,890:yugo|57:yugos
946,acoplamiento,n,,833:acoplamiento|113:acoplamientos
946,artífice,n,,614:artífice|332:artífices
946,borrado,adj,,612:borrada|334:borradas
946,cholo,n,,499:cholo|297:chola|113:cholos|37:cholas
946,ciegamente,adv,,946:ciegamente
946,degustar,v,,483:degustar|87:degustando|56:degustado|39:degusta|31:degustarlo|29:degustaron|25:degustan|23:degustaba|18:degusto|17:degustó|15:degustados|15:degustaremos|15:degustarse|12:degustarlos|11:degustamos|11:deguste|10:degustada|9:degustaban|8:degustarán|6:degustarlas|5:degustemos|5:degusté|4:degustarte|4:degustas|4:degustes|4:degustándolo
946,etarra,adj,DUPLICATE,946:etarra
946,samaritano,n,,677:samaritano|132:samaritana|129:samaritanos|8:samaritanas
945,Alfaro,prop,,945:alfaro
945,claxon,n,,860:claxon|60:cláxones|19:claxón|6:claxones
945,cíclico,adj,,355:cíclica|325:cíclico|150:cíclicas|115:cíclicos
945,earp,none,NOUSAGE,945:earp
945,guardabosques,n,,945:guardabosques
945,hamptons,none,NOUSAGE,945:hamptons
945,kimono,n,,699:kimono|118:kimonos|104:quimono|24:quimonos
945,metafórico,adj,,429:metafórico|347:metafórica|93:metafóricos|76:metafóricas
945,mohammed,none,NOUSAGE,945:mohammed
945,pacientemente,adv,,945:pacientemente
945,socialización,n,,940:socialización|5:socializaciones
945,swanson,none,NOUSAGE,945:swanson
944,Eros,prop,,944:eros
944,bancada,n,,785:bancada|159:bancadas
944,carnívoro,n,,560:carnívoros|384:carnívoro
944,desencanto,n,,860:desencanto|53:desencantos|31:desencantamiento
944,insumos,n,,944:insumos
944,internamente,adv,,944:internamente
944,simposio,n,,848:simposio|96:simposios
944,singer,none,NOUSAGE,944:singer
943,Malibú,prop,,943:malibú
943,afluencia,n,,936:afluencia|7:afluencias
943,fardo,n,,528:fardo|415:fardos
943,tico,adj,,475:tico|216:tica|197:ticos|55:ticas
943,tónico,adj,,789:tónico|154:tónicos
943,wolfgang,none,NOUSAGE,943:wolfgang
942,Arévalo,prop,,942:arévalo
942,Fernanda,prop,,942:fernanda
942,Godoy,prop,,942:godoy
942,Rivero,prop,,942:rivero
942,autista,adj,,659:autista|283:autistas
942,bálsamo,n,,870:bálsamo|72:bálsamos
942,forest,none,NOUSAGE,942:forest
942,miliciano,n,,693:milicianos|249:miliciano
942,nerd,n,,942:nerds
942,ocean,none,NOUSAGE,942:ocean
942,polígrafo,n,,889:polígrafo|53:polígrafos
942,vous,none,NOUSAGE,942:vous
941,Dávila,prop,,941:dávila
941,Gerona,prop,,941:gerona
941,Mella,prop,,918:mella|23:mellas
941,arnés,n,,709:arnés|232:arneses
941,malformación,n,,584:malformaciones|357:malformación
941,molusco,n,,641:moluscos|300:molusco
941,tsunami,n,,772:tsunami|169:tsunamis
940,Orión,prop,,940:orión
940,decoro,n,,940:decoro
940,dustin,none,NOUSAGE,940:dustin
940,embrague,n,,922:embrague|18:embragues
940,estornudo,n,,572:estornudo|368:estornudos
940,mikel,none,NOUSAGE,940:mikel
940,motorista,n,,529:motorista|411:motoristas
940,perilla,n,,751:perilla|189:perillas
940,pulsación,n,,687:pulsaciones|253:pulsación
940,willard,none,NOUSAGE,940:willard
939,arancelario,adj,,354:arancelarias|263:arancelaria|206:arancelario|116:arancelarios
939,bean,none,NOUSAGE,939:bean
939,bertha,none,NOUSAGE,939:bertha
939,denton,none,NOUSAGE,939:denton
939,desenfundar,v,,235:desenfundar|194:desenfunda|108:desenfundó|52:desenfunde|40:desenfunden|36:desenfundando|35:desenfundado|26:desenfundadas|26:desenfundo|23:desenfundas|21:desenfundada|21:desenfundé|19:desenfundaron|12:desenfundan|12:desenfundaré|11:desenfundad|11:desenfundes|8:desenfundaba|8:desenfundamos|8:desenfundaste|7:desenfundados|7:desenfundará|6:desenfundarla|5:desenfundaban|4:desenfundaremos|4:desenfundarás
939,habias,none,NOUSAGE,939:habias
939,moraleja,n,,900:moraleja|39:moralejas
939,octavia,none,NOUSAGE,939:octavia
939,quarterback,n,,867:quarterback|72:quarterbacks
938,Kosovo,prop,,938:kosovo
938,Villegas,prop,,938:villegas
938,acampada,n,,830:acampada|108:acampadas
938,canino,n,,622:canino|316:caninos
938,chevy,none,NOUSAGE,938:chevy
938,exportador,n,DUPLICATE,938:exportadores
938,hámster,n,,737:hámster|121:hámsters|80:hámsteres
938,inmutable,adj,,666:inmutable|272:inmutables
938,jaume,none,NOUSAGE,938:jaume
938,renée,none,NOUSAGE,938:renée
938,tendra,none,NOUSAGE,938:tendra
938,usurpar,v,,232:usurpar|194:usurpado|78:usurpando|75:usurpó|62:usurpa|50:usurpada|31:usurpados|31:usurparon|30:usurpan|22:usurpe|18:usurpaba|18:usurpadas|11:usurparle|11:usurpaste|10:usurpas|9:usurpara|8:usurparlo|7:usurpaban|7:usurpen|6:usurpará|6:usurpo|6:usurpé|4:usurparme|4:usurparnos|4:usurparía|4:usurpáis
938,ventricular,adj,,846:ventricular|92:ventriculares
937,crujido,n,,722:crujido|215:crujidos
